nb_avis,sentiments_positif,sentiments_neutre,sentiments_negatif,top20_mots,lda_resume
58328,8667,46765,2896,colis:24398; livraison:15472; bien:11104; site:9697; service:8905; bon:8808; article:8672; vendeur:7744; point:6889; client:6748; pouvoir:6359; rapide:6318; vendre:6264; jour:6062; livreur:5800; recevoir:5771; acheteur:5763; livrer:5685; fois:5500; vente:5328,"Thème 1 : site, compte, vente, vendre, bloquer, bien | Thème 2 : facile, bien, recommander, rapide, simple, super | Thème 3 : colis, service, jour, client, point, livraison | Thème 4 : bon, état, expérience, parfaire, tre, merci | Thème 5 : vendeur, acheteur, article, frais, rembourser, payer"
